name	taxonomy_id	taxonomy_lvl	SRR8146968_num	SRR8146968_frac	SRR8146978_num	SRR8146978_frac	SRR8146982_num	SRR8146982_frac	SRR8146938_num	SRR8146938_frac	SRR8146935_num	SRR8146935_frac	SRR8146936_num	SRR8146936_frac
Ekhidna sp.	2608089	S	45	0.00000	0	0.00000	86	0.00001	11	0.00000	71	0.00000	39	0.00000
Reichenbachiella agarivorans	2979464	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	14	0.00000
Rhodocytophaga rosea	2704465	S	70	0.00000	0	0.00000	70	0.00000	11	0.00000	0	0.00000	32	0.00000
Chryseolinea soli	2321403	S	42	0.00000	0	0.00000	25	0.00000	27	0.00000	53	0.00000	38	0.00000
Roseivirga sp.	1964215	S	23	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseivirga spongicola	333140	S	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. N1719	2885633	S	76	0.00000	86	0.00000	0	0.00000	558	0.00002	0	0.00000	0	0.00000
Flavobacterium sp. KACC 22758	3025667	S	222	0.00001	0	0.00000	170	0.00001	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. 25HG05S-40	3458682	S	29	0.00000	0	0.00000	40	0.00000	0	0.00000	20	0.00000	0	0.00000
Flavobacterium sp. KBS0721	1179672	S	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. N2820	2986834	S	15	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium sp. N2270	2986831	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium acetivorans	2893883	S	280	0.00002	0	0.00000	191	0.00001	0	0.00000	0	0.00000	0	0.00000
Flavobacterium flavipigmentatum	2893884	S	70	0.00000	0	0.00000	26	0.00000	23	0.00000	0	0.00000	34	0.00000
Flavobacterium gilvum	1492737	S	37	0.00000	26	0.00000	45	0.00000	0	0.00000	0	0.00000	17	0.00000
Flavobacterium inviolabile	2748320	S	26	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium album	2175091	S	23	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	37	0.00000
Flavobacterium rivulicola	2732161	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavobacterium crassostreae	1763534	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga sp. oral taxon 878	1316596	S	106	0.00001	114	0.00000	22	0.00000	67	0.00000	0	0.00000	19	0.00000
Capnocytophaga sp. ARDL2	3238809	S	28	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga gingivalis	1017	S	82	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000
Capnocytophaga cynodegmi	28189	S	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capnocytophaga haemolytica	45243	S	11	0.00000	0	0.00000	133	0.00001	30	0.00000	30	0.00000	0	0.00000
Aquimarina sp. BL5	1714860	S	119	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquimarina sp. ERC-38	2949996	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aquimarina besae	3342247	S	28	0.00000	0	0.00000	42	0.00000	0	0.00000	0	0.00000	0	0.00000
Rasiella sp. SM2506	3423914	S	176	0.00001	0	0.00000	119	0.00001	0	0.00000	0	0.00000	0	0.00000
Flagellimonas sp.	2058762	S	126	0.00001	0	0.00000	102	0.00001	0	0.00000	200	0.00001	65	0.00000
Muriicola soli	2507538	S	89	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	424	0.00002
Gramella sp. MAR_2010_147	1250205	S	58	0.00000	0	0.00000	84	0.00001	0	0.00000	0	0.00000	0	0.00000
Christiangramia sp. LLG6405-1	3160832	S	14	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000
Aequorivita ciconiae	2494375	S	57	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aequorivita marisscotiae	3040348	S	25	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000
Robiginitalea biformata	252307	S	68	0.00000	0	0.00000	88	0.00001	48	0.00000	0	0.00000	138	0.00001
Polaribacter sp. KT 15	1896175	S	27	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000
Polaribacter haliotis	1888915	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavivirga eckloniae	1803846	S	44	0.00000	0	0.00000	54	0.00000	0	0.00000	0	0.00000	92	0.00000
Flavivirga abyssicola	3063533	S	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Leeuwenhoekiella palythoae	573501	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maribacter sp. R86514	3093854	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	165	0.00001
Myroides sp. JBRI-B21084	3119977	S	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Myroides odoratus	256	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulophaga omnivescoria	1888890	S	15	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Mariniflexile fucanivorans	264023	S	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Arcticimaribacter forsetii	2820661	S	27	0.00000	0	0.00000	11	0.00000	0	0.00000	88	0.00000	29	0.00000
Changchengzhania lutea	2049305	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salegentibacter salegens	143223	S	14	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amniculibacterium sp. G2-70	2767188	S	51	0.00000	74	0.00000	218	0.00002	0	0.00000	0	0.00000	0	0.00000
Lacinutrix venerupis	1486034	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ornithobacterium rhinotracheale	28251	S	747	0.00004	71	0.00000	495	0.00003	117	0.00000	945	0.00004	58	0.00000
Chryseobacterium sp. T16E-39	2015076	S	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. S-02	3404064	S	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium sp. G0162	2487063	S	24	0.00000	0	0.00000	0	0.00000	0	0.00000	492	0.00002	134	0.00001
Chryseobacterium sp. JJR-5R	3093923	S	11	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	28	0.00000
Chryseobacterium oryzae	2929799	S	131	0.00001	0	0.00000	168	0.00001	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium arthrosphaerae	651561	S	101	0.00001	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium indoltheticum	254	S	47	0.00000	0	0.00000	93	0.00001	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium camelliae	1265445	S	39	0.00000	0	0.00000	0	0.00000	0	0.00000	42	0.00000	0	0.00000
Chryseobacterium indologenes	253	S	45	0.00000	0	0.00000	66	0.00000	0	0.00000	24	0.00000	32	0.00000
Chryseobacterium oranimense	421058	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium fluminis	2983606	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000
Kaistella jeonii	266749	S	72	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Kaistella beijingensis	2820270	S	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Epilithonimonas sp. UC225_85	3350167	S	38	0.00000	0	0.00000	80	0.00001	0	0.00000	0	0.00000	13	0.00000
Elizabethkingia anophelis	1117645	S	228	0.00001	0	0.00000	62	0.00000	0	0.00000	0	0.00000	121	0.00001
Elizabethkingia miricola	172045	S	15	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000
Weeksella virosa	1014	S	98	0.00001	0	0.00000	155	0.00001	0	0.00000	0	0.00000	0	0.00000
Riemerella anatipestifer	34085	S	38	0.00000	0	0.00000	164	0.00001	0	0.00000	65	0.00000	11	0.00000
Cruoricaptor ignavus	1118202	S	18	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Blattabacterium cuenoti	1653831	S	87	0.00001	42	0.00000	365	0.00003	0	0.00000	24	0.00000	54	0.00000
Candidatus Karelsulcia muelleri	336810	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Pedobacter sp. AW1-32	3383026	S	431	0.00003	0	0.00000	209	0.00001	0	0.00000	0	0.00000	0	0.00000
Pedobacter sp. AW31-3R	3445781	S	98	0.00001	0	0.00000	63	0.00000	12	0.00000	0	0.00000	60	0.00000
Pedobacter sp. SL55	2995161	S	24	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	17	0.00000
Pedobacter schmidteae	2201271	S	254	0.00001	0	0.00000	102	0.00001	0	0.00000	0	0.00000	0	0.00000
Pedobacter suwonensis	332999	S	584	0.00003	0	0.00000	182	0.00001	0	0.00000	0	0.00000	0	0.00000
Pedobacter endophyticus	2789740	S	72	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	27	0.00000
Mucilaginibacter sp. CSA2-8R	3141542	S	74	0.00000	0	0.00000	65	0.00000	0	0.00000	37	0.00000	53	0.00000
Mucilaginibacter sp. 5C4	3048589	S	27	0.00000	0	0.00000	121	0.00001	0	0.00000	80	0.00000	0	0.00000
Mucilaginibacter sp. 14171R-50	2703789	S	20	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00000	0	0.00000
Mucilaginibacter sp. SMC90	2929803	S	22	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Mucilaginibacter sp. 21P	2778902	S	11	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	11	0.00000
Mucilaginibacter yixingensis	1295612	S	109	0.00001	0	0.00000	54	0.00000	32	0.00000	98	0.00000	0	0.00000
Mucilaginibacter paludis	423351	S	86	0.00001	0	0.00000	58	0.00000	0	0.00000	0	0.00000	44	0.00000
Mucilaginibacter ginsenosidivorax	862126	S	51	0.00000	0	0.00000	63	0.00000	0	0.00000	0	0.00000	0	0.00000
Mucilaginibacter rubeus	2027860	S	57	0.00000	0	0.00000	0	0.00000	0	0.00000	164	0.00001	0	0.00000
Sphingobacterium sp. BN32	3058432	S	38	0.00000	0	0.00000	78	0.00001	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium sp. WOUb80	3234028	S	143	0.00001	204	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobacterium daejeonense	371142	S	22	0.00000	0	0.00000	0	0.00000	0	0.00000	324	0.00001	92	0.00000
Sphingobacterium spiritivorum	258	S	16	0.00000	0	0.00000	49	0.00000	0	0.00000	19	0.00000	14	0.00000
Sphingobacterium cellulitidis	1768011	S	27	0.00000	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000
Chitinophaga oryzae	2725414	S	138	0.00001	0	0.00000	58	0.00000	0	0.00000	18	0.00000	27	0.00000
Chitinophaga sp. XS-30	2604421	S	24	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Chitinophaga sp. MM2321	3137178	S	26	0.00000	0	0.00000	0	0.00000	403	0.00002	24	0.00000	32	0.00000
Chitinophaga caseinilytica	2267521	S	24	0.00000	0	0.00000	56	0.00000	18	0.00000	287	0.00001	93	0.00000
Niabella soli	446683	S	85	0.00000	37	0.00000	39	0.00000	38	0.00000	92	0.00000	20	0.00000
Niabella insulamsoli	3144874	S	27	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	10	0.00000
Niabella ginsenosidivorans	1176587	S	18	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000
Lacibacter sediminis	2760713	S	67	0.00000	47	0.00000	0	0.00000	52	0.00000	237	0.00001	11	0.00000
Lacibacter sp. MH-610	3020883	S	19	0.00000	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000
Phnomibacter ginsenosidimutans	2676868	S	82	0.00000	0	0.00000	19	0.00000	0	0.00000	60	0.00000	22	0.00000
Puia sp. P3	3423952	S	48	0.00000	0	0.00000	35	0.00000	39	0.00000	86	0.00000	28	0.00000
Pseudobacter ginsenosidimutans	661488	S	28	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000
Niastella koreensis	354356	S	20	0.00000	0	0.00000	91	0.00001	0	0.00000	51	0.00000	90	0.00000
Arachidicoccus terrestris	2875539	S	17	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudocnuella soli	2502779	S	16	0.00000	0	0.00000	10	0.00000	0	0.00000	20	0.00000	0	0.00000
Mycovorax composti	2962693	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Flavihumibacter rivuli	2838156	S	14	0.00000	0	0.00000	11	0.00000	0	0.00000	120	0.00001	183	0.00001
Flavisolibacter ginsenosidimutans	661481	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	13	0.00000
Filimonas lacunae	477680	S	10	0.00000	0	0.00000	50	0.00000	0	0.00000	0	0.00000	325	0.00002
Phaeodactylibacter xiamenensis	1524460	S	561	0.00003	0	0.00000	455	0.00003	0	0.00000	376	0.00002	106	0.00000
Aureispira sp. CCB-E	3051121	S	100	0.00001	0	0.00000	105	0.00001	0	0.00000	0	0.00000	0	0.00000
Neolewinella sp.	2993543	S	19	0.00000	0	0.00000	48	0.00000	101	0.00000	31	0.00000	34	0.00000
Candidatus Sulfidibacterium hydrothermale	2875962	S	61	0.00000	0	0.00000	74	0.00001	101	0.00000	29	0.00000	0	0.00000
Pelodictyon phaeoclathratiforme	34090	S	136	0.00001	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000
Pelodictyon luteolum	1100	S	19	0.00000	0	0.00000	16	0.00000	0	0.00000	357	0.00002	111	0.00001
Chlorobium limicola	1092	S	42	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorobaculum tepidum	1097	S	71	0.00000	0	0.00000	31	0.00000	14	0.00000	0	0.00000	0	0.00000
Chlorobaculum parvum	274539	S	68	0.00000	0	0.00000	35	0.00000	18	0.00000	0	0.00000	0	0.00000
Chlorobaculum limnaeum	274537	S	25	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000
Prosthecochloris sp. GSB1	281093	S	24	0.00000	0	0.00000	45	0.00000	31	0.00000	0	0.00000	0	0.00000
Prosthecochloris sp. CIB 2401	1868325	S	20	0.00000	0	0.00000	121	0.00001	0	0.00000	0	0.00000	0	0.00000
Prosthecochloris aestuarii	1102	S	31	0.00000	0	0.00000	30	0.00000	11	0.00000	243	0.00001	0	0.00000
Chloroherpeton thalassium	100716	S	31	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	60	0.00000
Rubrivirga sp.	1885344	S	306	0.00002	0	0.00000	18	0.00000	10	0.00000	0	0.00000	0	0.00000
Rubrivirga sp. IMCC43871	3391575	S	24	0.00000	0	0.00000	22	0.00000	16	0.00000	12	0.00000	0	0.00000
Salinibacter ruber	146919	S	82	0.00000	0	0.00000	68	0.00000	55	0.00000	0	0.00000	133	0.00001
Rhodothermus marinus	29549	S	35	0.00000	0	0.00000	32	0.00000	52	0.00000	142	0.00001	67	0.00000
Rhodocaloribacter litoris	2558931	S	21	0.00000	0	0.00000	48	0.00000	266	0.00001	10	0.00000	0	0.00000
Gracilimonas sp.	1974203	S	24	0.00000	0	0.00000	34	0.00000	0	0.00000	11	0.00000	0	0.00000
Gemmatimonas groenlandica	2732249	S	48	0.00000	0	0.00000	20	0.00000	0	0.00000	158	0.00001	26	0.00000
Gemmatirosa kalamazoonensis	861299	S	71	0.00000	0	0.00000	31	0.00000	22	0.00000	0	0.00000	0	0.00000
Candidatus Palauibacter sp.	3101350	S	57	0.00000	0	0.00000	252	0.00002	79	0.00000	0	0.00000	58	0.00000
Candidatus Palauibacter irciniicola	3056733	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	144	0.00001	0	0.00000
Fibrobacter succinogenes	833	S	183	0.00001	0	0.00000	93	0.00001	80	0.00000	39	0.00000	62	0.00000
Klebsiella pneumoniae	573	S	2519	0.00015	2879	0.00012	964	0.00007	2364	0.00009	5609	0.00025	1432	0.00007
Klebsiella quasivariicola	2026240	S	159	0.00001	0	0.00000	0	0.00000	0	0.00000	27	0.00000	76	0.00000
Klebsiella variicola	244366	S	295	0.00002	0	0.00000	108	0.00001	0	0.00000	607	0.00003	0	0.00000
Klebsiella quasipneumoniae	1463165	S	69	0.00000	0	0.00000	131	0.00001	854	0.00003	569	0.00003	39	0.00000
Klebsiella electrica	1259973	S	128	0.00001	0	0.00000	43	0.00000	0	0.00000	162	0.00001	0	0.00000
Klebsiella sp. WOUb02	3161071	S	30	0.00000	0	0.00000	17	0.00000	0	0.00000	80	0.00000	0	0.00000
Klebsiella grimontii	2058152	S	198	0.00001	184	0.00001	47	0.00000	127	0.00000	261	0.00001	88	0.00000
Klebsiella aerogenes	548	S	33	0.00000	0	0.00000	65	0.00000	25	0.00000	209	0.00001	0	0.00000
Klebsiella michiganensis	1134687	S	83	0.00000	0	0.00000	58	0.00000	4099	0.00015	918	0.00004	0	0.00000
Raoultella sp. HC6	2923366	S	71	0.00000	0	0.00000	0	0.00000	0	0.00000	64	0.00000	0	0.00000
Escherichia coli	562	S	4368	0.00025	7104	0.00030	543461	0.03765	2933	0.00011	44700	0.00199	10873	0.00051
Escherichia fergusonii	564	S	35	0.00000	0	0.00000	313	0.00002	0	0.00000	902	0.00004	0	0.00000
Escherichia marmotae	1499973	S	20	0.00000	169	0.00001	144	0.00001	0	0.00000	315	0.00001	0	0.00000
Escherichia albertii	208962	S	19	0.00000	0	0.00000	343	0.00002	83	0.00000	536	0.00002	0	0.00000
Enterobacter kobei	208224	S	960	0.00006	1430	0.00006	199	0.00001	1143	0.00004	1369	0.00006	0	0.00000
Enterobacter hormaechei	158836	S	621	0.00004	0	0.00000	273	0.00002	3107	0.00012	348262	0.01553	0	0.00000
Enterobacter roggenkampii	1812935	S	38	0.00000	0	0.00000	35	0.00000	44	0.00000	625	0.00003	19	0.00000
Enterobacter asburiae	61645	S	84	0.00000	0	0.00000	40	0.00000	364	0.00001	1276	0.00006	0	0.00000
Enterobacter sp. SA187	1914861	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000
Enterobacter sp. C2	2870346	S	11	0.00000	0	0.00000	29	0.00000	0	0.00000	72	0.00000	0	0.00000
Enterobacter mori	539813	S	23	0.00000	0	0.00000	0	0.00000	0	0.00000	271	0.00001	16	0.00000
Citrobacter braakii	57706	S	333	0.00002	0	0.00000	207	0.00001	0	0.00000	60895	0.00272	0	0.00000
Citrobacter freundii	546	S	191	0.00001	0	0.00000	407	0.00003	0	0.00000	15244	0.00068	0	0.00000
Citrobacter farmeri	67824	S	59	0.00000	0	0.00000	31	0.00000	0	0.00000	194	0.00001	0	0.00000
Citrobacter meridianamericanus	2894201	S	64	0.00000	0	0.00000	24	0.00000	0	0.00000	368	0.00002	0	0.00000
Cronobacter sakazakii	28141	S	228	0.00001	0	0.00000	123	0.00001	0	0.00000	151	0.00001	0	0.00000
Cronobacter dublinensis	413497	S	28	0.00000	242	0.00001	27	0.00000	133	0.00000	98	0.00000	0	0.00000
Cronobacter condimenti	1163710	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	73	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	22	0.00000
Kosakonia cowanii	208223	S	67	0.00000	0	0.00000	32	0.00000	0	0.00000	1003	0.00004	38	0.00000
Kosakonia sacchari	1158459	S	73	0.00000	0	0.00000	21	0.00000	0	0.00000	157	0.00001	0	0.00000
Siccibacter turicensis	357233	S	103	0.00001	0	0.00000	0	0.00000	0	0.00000	72	0.00000	0	0.00000
Salmonella bongori	54736	S	31	0.00000	0	0.00000	36	0.00000	0	0.00000	81	0.00000	75	0.00000
Salmonella enterica	28901	S	421	0.00002	2294	0.00010	2804	0.00019	1614	0.00006	4940	0.00022	2272	0.00011
Pseudescherichia vulneris	566	S	124	0.00001	98	0.00000	40	0.00000	0	0.00000	167	0.00001	67	0.00000
Kluyvera sichuanensis	2725494	S	24	0.00000	0	0.00000	30	0.00000	125	0.00000	136	0.00001	0	0.00000
Pseudocitrobacter corydidari	2891570	S	32	0.00000	0	0.00000	38	0.00000	0	0.00000	99123	0.00442	0	0.00000
Lelliottia amnigena	61646	S	40	0.00000	0	0.00000	29	0.00000	0	0.00000	481	0.00002	0	0.00000
Pluralibacter gergoviae	61647	S	27	0.00000	31	0.00000	23	0.00000	0	0.00000	155	0.00001	0	0.00000
Scandinavium goeteborgense	1851514	S	25	0.00000	0	0.00000	43	0.00000	0	0.00000	146	0.00001	23	0.00000
Atlantibacter subterraneus	255519	S	17	0.00000	581	0.00002	0	0.00000	0	0.00000	61	0.00000	0	0.00000
Atlantibacter hermannii	565	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	118	0.00001	0	0.00000
Franconibacter helveticus	357240	S	12	0.00000	0	0.00000	0	0.00000	0	0.00000	89	0.00000	0	0.00000
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phytobacter ursingii	1972431	S	39	0.00000	0	0.00000	0	0.00000	0	0.00000	102	0.00000	0	0.00000
Pantoea sp. GABEPS69	3028805	S	686	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pantoea sp. Z09	2886821	S	36	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00000	0	0.00000
Pantoea sp. SO10	2575375	S	60	0.00000	0	0.00000	89	0.00001	0	0.00000	0	0.00000	0	0.00000
Pantoea sp. RSPAM1	2675223	S	111	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pantoea agglomerans	549	S	360	0.00002	14	0.00000	127	0.00001	0	0.00000	141	0.00001	51	0.00000
Pantoea ananatis	553	S	77	0.00000	0	0.00000	0	0.00000	0	0.00000	104	0.00000	42	0.00000
Pantoea vagans	470934	S	58	0.00000	14	0.00000	53	0.00000	0	0.00000	96	0.00000	185	0.00001
Pantoea piersonii	2364647	S	28	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000
Pantoea dispersa	59814	S	14	0.00000	0	0.00000	20	0.00000	0	0.00000	31	0.00000	0	0.00000
Pantoea phytobeneficialis	2052056	S	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia sp. E602	2675378	S	57	0.00000	0	0.00000	68	0.00000	0	0.00000	123	0.00001	0	0.00000
Erwinia sp. HDF1-3R	3141543	S	28	0.00000	0	0.00000	0	0.00000	0	0.00000	161	0.00001	0	0.00000
Candidatus Erwinia haradaeae	1922217	S	16	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia rhapontici	55212	S	19	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Erwinia persicina	55211	S	18	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	73	0.00000
Erwinia pyrifoliae	79967	S	17	0.00000	0	0.00000	38	0.00000	0	0.00000	83	0.00000	0	0.00000
Erwinia pyri	3062598	S	13	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000
Buchnera aphidicola	9	S	119	0.00001	69	0.00000	97	0.00001	0	0.00000	24	0.00000	36	0.00000
Duffyella gerundensis	1619313	S	53	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000
Tatumella ptyseos	82987	S	23	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000
Serratia marcescens	615	S	589	0.00003	895	0.00004	145	0.00001	147	0.00001	233	0.00001	154	0.00001
Serratia rhizosphaerae	2597702	S	54	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia inhibens	2338073	S	40	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	23	0.00000
Serratia plymuthica	82996	S	30	0.00000	16	0.00000	56	0.00000	15	0.00000	48	0.00000	0	0.00000
Serratia aquatilis	1737515	S	10	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	19	0.00000
Rahnella aceris	2703885	S	89	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gibbsiella quercinecans	929813	S	33	0.00000	0	0.00000	17	0.00000	0	0.00000	19	0.00000	0	0.00000
Nissabacter sp. SGAir0207	2126321	S	14	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Proteus vulgaris	585	S	350	0.00002	0	0.00000	339	0.00002	0	0.00000	30	0.00000	0	0.00000
Xenorhabdus stockiae	351614	S	106	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	45	0.00000
Xenorhabdus bovienii	40576	S	17	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000
Providencia sp. R33	2828763	S	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Providencia stuartii	588	S	151	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Morganella morganii	582	S	20	0.00000	12	0.00000	67	0.00000	48	0.00000	58	0.00000	13	0.00000
Dickeya lacustris	2259638	S	109	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pectobacterium parmentieri	1905730	S	91	0.00001	0	0.00000	91	0.00001	0	0.00000	0	0.00000	0	0.00000
Brenneria goodwinii	1109412	S	38	0.00000	0	0.00000	0	0.00000	0	0.00000	61	0.00000	0	0.00000
Musicola paradisiaca	69223	S	39	0.00000	0	0.00000	67	0.00000	31	0.00000	0	0.00000	0	0.00000
Hafnia paralvei	546367	S	211	0.00001	0	0.00000	153	0.00001	0	0.00000	8712	0.00039	0	0.00000
Hafnia alvei	569	S	63	0.00000	0	0.00000	66	0.00000	0	0.00000	7331	0.00033	0	0.00000
Edwardsiella piscicida	1263550	S	30	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000
Edwardsiella ictaluri	67780	S	16	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000
Leminorella grimontii	82981	S	12	0.00000	0	0.00000	21	0.00000	0	0.00000	14	0.00000	0	0.00000
Pseudomonas sp. MM227	3019968	S	62	0.00000	55	0.00000	46	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. gcc21	2726989	S	94	0.00001	0	0.00000	26	0.00000	33	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. StFLB209	1028989	S	69	0.00000	0	0.00000	46	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. SC11	326927	S	96	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
