"species","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Clostridium acetobutylicum",60.2965413991086,0.266083539253445,1.01499711706866,0.419529279897602,0.718719987135019
"Simiaoa sunii",21908.5622065346,0.402352287037615,0.931445618617235,0.42373703608428,0.718719987135019
"Enterococcus avium",1.07838291532121,0.193756390232093,1.03880729607608,0.424698174216147,0.718719987135019
"Streptococcus anginosus",1.1065390967486,0.194658580687312,1.03924210030945,0.418107130966809,0.718719987135019
"Bifidobacterium coryneforme",1.1065390967486,0.194658580687312,1.03924210030945,0.418107130966809,0.718719987135019
"Parabacteroides sp. CT06",6679.29380921245,-0.38081661163805,0.8989678999587,0.429986891797683,0.720334693309952
"Porphyromonas asaccharolytica",453.630669790586,0.36013643285829,0.964498313405281,0.430775218344735,0.720334693309952
"Faecalibacterium prausnitzii",1279268.39034391,-0.368999981344369,0.912293009560791,0.432200815985971,0.720334693309952
"Enterococcus sp. DIV1368d",1.03738040320181,0.193036540436031,1.03845269439687,0.431759799254525,0.720334693309952
"Clostridium tyrobutyricum",11.3317217707982,0.210743762375455,1.0184038777299,0.435899993439643,0.721037583133244
"Streptococcus koreensis",45.0686997672432,-0.211397298872337,1.01572585353254,0.435082209179365,0.721037583133244
"Roseburia sp. 499",263.934863201611,0.411183457907629,0.799442042774282,0.44235369345448,0.72800333393522
"Streptococcus sobrinus",0.988517672377775,0.191490428053497,1.03771728018633,0.443420212487816,0.72800333393522
"Blautia argi",215.540815590389,0.405290474322688,0.808831852339564,0.447065085395661,0.731258875740115
"Bacteroides eggerthii",84703.5066798853,0.444242506767576,1.00920730006797,0.452715836920828,0.737759141648756
"Prevotella melaninogenica",4636.93997600622,-0.359722526972043,0.879126226214904,0.463032168068864,0.751786545942067
"Slackia heliotrinireducens",369.757660069515,-0.364293718197827,0.869374479887555,0.464800453636374,0.751883086764722
"Prevotella communis",3026.59718133603,-0.340461478392438,0.906940821127232,0.468884123044627,0.755710674504161
"Prevotella sp. E2-28",2194.0491645646,-0.316584010087441,0.932689658736378,0.476594404384638,0.757089094972688
"Blautia massiliensis (ex Durand et al. 2017)",10192.0087501258,0.366475950869654,0.731801351491119,0.47823266501879,0.757089094972688
"Streptococcus mitis",44.5231156171451,-0.371113031691957,0.81042833780387,0.472955654701993,0.757089094972688
"Clostridium gasigenes",26.2353065962787,0.198524408840313,1.01197078264371,0.476697685869552,0.757089094972688
"Escherichia sp. E4742",40.9080095623961,-0.155516080393978,1.01586409224751,0.478342655460016,0.757089094972688
"Barnesiella sp. An22",20995.3895774162,-0.306323266018024,0.923998154647946,0.490852085137227,0.75878524647218
"Segatella oris",1597.33974942598,-0.256843153309431,0.97463799765949,0.491485898283116,0.75878524647218
"Clostridium sp. LQ25",203.483560298213,-0.224246924618545,0.993669991403398,0.488531412727322,0.75878524647218
"Dialister pneumosintes",386.695845791687,-0.222274150439495,0.993443252017502,0.490524729265788,0.75878524647218
"Clostridium taeniosporum",46.3156239235697,0.196425229923557,1.01203887951991,0.482072069744287,0.75878524647218
"Streptococcus sp. KHUD_013",63.6953270989324,-0.150050404419248,1.01519283080582,0.486994946686982,0.75878524647218
"Streptococcus sp. HSISS2",15.1358622946166,-0.150268386965635,1.01625602203831,0.483143937941648,0.75878524647218
"Clostridium scatologenes",0.760745629014662,0.184442168649686,1.03445512805953,0.500559769239268,0.770091952675797
"Parabacteroides goldsteinii",3588.00454092744,0.349284025614794,0.849516813673196,0.507003204091796,0.771551553595346
"Eubacterium sp. F2",110.438573989276,0.342451164834495,0.835797144299478,0.510276141127831,0.771551553595346
"Roseburia sp. 831b",348.805589579213,0.350695214534023,0.749414454732583,0.509389407855777,0.771551553595346
"Blautia parvula",190.684619729793,0.353933681509673,0.787940876937456,0.504429662780203,0.771551553595346
"Clostridium saccharobutylicum",16.2035971496847,0.153047104307725,1.0147952535548,0.50521611596112,0.771551553595346
"Subdoligranulum variabile",6498.21102130104,-0.321084959133102,0.832251239689801,0.516328549473711,0.772736604654534
"Blautia pseudococcoides",181.992800061714,0.342969323914514,0.72672952167301,0.515952196239686,0.772736604654534
"Enterococcus casseliflavus",33.4839924244714,-0.297461472511698,0.919142845744263,0.51475899434774,0.772736604654534
"Streptococcus infantis",12.0458045926444,-0.140935980106847,1.01230074310804,0.521525975091011,0.777869250983203
"Eubacterium maltosivorans",391.647352166395,-0.319268437209799,0.82926202511784,0.525799681260322,0.778962490756033
"Streptococcus vestibularis",25.2135715391211,0.23693632771384,0.979244723210743,0.52565350683652,0.778962490756033
"Bifidobacterium actinocoloniiforme",24.6878786006631,-0.139968686848716,1.01080900645534,0.53055893102515,0.783375602855926
"Alistipes ihumii",31463.2445105566,-0.227433030093021,0.959808884886019,0.540595013550642,0.785286247706272
"Bacteroides zoogleoformans",1302.18141214119,-0.303159815620449,0.821395669351129,0.544346148978211,0.785286247706272
"Veillonella atypica",171.669695917806,-0.204347368072111,0.985097126332362,0.533903866074394,0.785286247706272
"Megasphaera hexanoica",108.650744082352,0.304555057821123,0.871611489641599,0.543269085645106,0.785286247706272
"Streptococcus pasteurianus",126.257521946464,0.225880913626233,0.980032576078939,0.542495785067793,0.785286247706272
"Streptococcus sp. FSL W7-1342",61.1669764861797,-0.136691750143747,1.00990992961903,0.538081243637451,0.785286247706272
"Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006",5.54301021191729,-0.136611377832713,1.01071827156302,0.540612137436411,0.785286247706272
"Prevotella jejuni",1874.62008936052,-0.291972993413578,0.849869282960798,0.550131124532461,0.79103821828197
"Barnesiella intestinihominis",102336.896828039,0.281212797348005,0.934958077271379,0.55695043437466,0.794767595618217
"Clostridium cellulovorans",30.6237894713942,0.207244173628038,0.981488978910619,0.558397240886578,0.794767595618217
"Eubacterium callanderi",819.100112622048,0.309611648518285,0.786149470087849,0.559949896912835,0.794767595618217
"Streptococcus parasanguinis",378.792717563142,-0.277000027363957,0.884758293953048,0.555155504153172,0.794767595618217
"Eubacterium ventriosum",1624.37427335063,0.302331361986219,0.820918637223479,0.564789889627798,0.799059650920357
"Bacteroides nordii",2809.74728843318,-0.274821468675215,0.857937632728953,0.566848085444583,0.799401146139796
"Prevotella herbatica",1105.03236630602,-0.256147499679896,0.894756839025215,0.573234387923414,0.800708351385086
"Porphyromonas cangingivalis",90.2192146615022,-0.239037621283662,0.932046760933447,0.570852964737462,0.800708351385086
"Clostridium beijerinckii",25.1147812786112,0.167613462611128,0.997058890398992,0.571660959814592,0.800708351385086
"Bacteroides sp. KFT8",3099.21311818102,-0.199801478265025,0.960960261971597,0.580647550208875,0.808496588898434
"Veillonella nakazawae",213.274425047862,-0.214689342553243,0.948614850170556,0.582628391646934,0.808695559383757
"Bacteroides luhongzhouii",2013.6671972548,-0.230578385861596,0.91109827215709,0.593951382778419,0.818790912772817
"Flavonifractor plautii",58800.5065674529,0.268762823151815,0.872075090854841,0.599206077074652,0.818790912772817
"Megasphaera sueciensis",8.19743059729898,-0.122256146713267,1.00519609631892,0.594497108182349,0.818790912772817
"Lactobacillus delbrueckii",28.0105360084313,0.199876211288238,0.966354059485015,0.597231349098195,0.818790912772817
"Bifidobacterium sp. ESL0790",33.549407037034,-0.121375420395873,1.00397890873419,0.598003513939441,0.818790912772817
"Agathobacter rectalis",65100.0679961187,0.259801700518768,0.890194460751893,0.603257076364892,0.821774345512546
"Bacteroides faecium",1328.58610380678,0.250202417145027,0.871932075561822,0.615669887448191,0.821822507793057
"Faecalibacterium sp. I4-3-84",43865.9642508881,-0.238061491719521,0.846964044838683,0.614740700468627,0.821822507793057
"Ruminococcus gauvreauii",172.803183716958,0.255233396186284,0.727088227755654,0.627050118825187,0.821822507793057
"Clostridium sp. BJN0013",31.5153659159736,0.19181831251074,0.965453993198945,0.610358217944969,0.821822507793057
"Clostridium sp. BJN0001",16.3954476209403,0.175262681329166,0.969585498730217,0.624950477455501,0.821822507793057
"Butyrivibrio hungatei",77.8250417467796,0.248335801941233,0.817422067460337,0.62944132983241,0.821822507793057
"Veillonella orientalis",130.594235710615,-0.166990977782464,0.974693784100805,0.610285791266422,0.821822507793057
"Streptococcus sp. CP1998",26.0282749185544,-0.135357929558666,0.98711113724732,0.628224986621868,0.821822507793057
"Streptococcus equinus",14.4138024949381,0.182444134354358,0.967776342474803,0.616846268144863,0.821822507793057
"Streptococcus pneumoniae",42.092825730537,-0.174278487483865,0.965690565919258,0.617926152929879,0.821822507793057
"Bifidobacterium angulatum",127.959051036167,0.187905743253685,0.969468762139572,0.614255834294895,0.821822507793057
"Streptococcus pyogenes",27.3643733871028,-0.167902363861336,0.970663434530534,0.618949027190912,0.821822507793057
"Streptococcus sp. A12",41.0297372069298,-0.140266477171525,0.987838064838983,0.625041883880999,0.821822507793057
"Enterococcus gallinarum",6.07873865017036,-0.113188719717126,1.00219047081377,0.628291001682673,0.821822507793057
"Clostridium sp. M62/1",6275.5829126057,-0.236359587268232,0.771095125131041,0.635345973779372,0.827077599002733
"Prevotella sp. oral taxon 299",693.906779802,-0.21013903755093,0.884081535627642,0.640864894181762,0.831801042595797
"Clostridium pasteurianum",40.5100070888854,-0.192035398930694,0.922751923134922,0.64450634235935,0.834067031288571
"Streptococcus sp. FSL K6-1323",368.247365700531,-0.119583409952326,0.990802773741657,0.648020980385386,0.836156103723079
"Bacteroides thetaiotaomicron",76012.997212427,-0.21961282731405,0.796437233000205,0.65338231751321,0.836578273470011
"Bacteroides sp. KG123",1215.40355423836,-0.137264706451938,0.970776260907245,0.653526305820548,0.836578273470011
"Gordonibacter pamelaeae",441.524356351181,-0.221538267638703,0.758381009517933,0.659756047486576,0.836578273470011
"Bifidobacterium saguini",35.1196283316579,-0.126941474252179,0.984627386477172,0.658439885392792,0.836578273470011
"Streptococcus rubneri",18.7174033677064,-0.10369452211529,0.998925238057432,0.659111836455236,0.836578273470011
"Streptococcus chenjunshii",6.21705603726393,-0.105655218626108,0.999807395930947,0.654880783372081,0.836578273470011
"Bacteroides sp. DH3716P",50704.5575386911,-0.176342457162037,0.905819934305595,0.668363201948764,0.84263555546549
"Akkermansia sp. BCRC 18949",13.5297390176345,-0.10149949429561,0.998321754672014,0.667743209700954,0.84263555546549
"Bacteroides helcogenes",1041.71043906235,-0.20149567988633,0.774356704202357,0.684430000838621,0.860156459273165
"Bacteroides graminisolvens",300.227192099772,-0.197429762900103,0.8006426437783,0.688112922361152,0.860156459273165
"Streptococcus porcinus",2.75621512984822,-0.0968620228913755,0.997631002030886,0.688125167418532,0.860156459273165
"Bacteroides stercoris",337658.182426138,0.177221992778293,0.924158888408233,0.704366534917656,0.866445926152883
"Prevotella scopos",548.719614049147,-0.144075856913385,0.93547620365029,0.701917045719809,0.866445926152883
"Faecalibacterium sp. i21-0019-B1",59556.2994915005,-0.168304471355883,0.863214973010897,0.698434760283611,0.866445926152883
"Roseburia rectibacter",463.023044243737,0.20018281734848,0.744897414000793,0.704971912642573,0.866445926152883
"Butyrivibrio fibrisolvens",137.424197519736,0.200526941903295,0.730532658529355,0.702723303453751,0.866445926152883
"Streptococcus oriscaviae",8.02327484246616,-0.110187313187756,0.984843793807362,0.69577628028762,0.866445926152883
"Lactobacillus crispatus",5.5911629263713,-0.0882854402444286,0.995111813814115,0.713843405546888,0.872475273446196
"Bifidobacterium aquikefiricola",2.82537382339501,-0.0893373066813695,0.995621481480363,0.713551853764026,0.872475273446196
"Veillonella rodentium",19.3586395914925,0.132815167904474,0.954867075275347,0.722129943116638,0.873772394339192
"Enterococcus cecorum",38.0032079449266,0.182222940362459,0.821243801917393,0.720049947716966,0.873772394339192
"Streptococcus sp. FSL R7-0248",60.7813915651147,-0.0994223949444886,0.980358736013835,0.722848071680604,0.873772394339192
"Akkermansia biwaensis",44.726404372913,0.0965804134056114,0.994423533001195,0.719930332937761,0.873772394339192
"Akkermansia muciniphila",60765.8009458431,0.196676042210502,0.928304077933648,0.730474111593631,0.878165598637152
"Streptococcus sp. KHUD_014",6.08266783474068,-0.0836138503883516,0.993876669335648,0.729644819790704,0.878165598637152
"Butyrivibrio sp. JL13D10",94.7898940008608,0.175392820292886,0.799828962309366,0.734809796030203,0.880970872624767
"Streptococcus parasuis",38.6455279054192,0.171618810708047,0.785255631481528,0.740121786636186,0.884928223151962
"Akkermansia sp. N21116",31.2523814706295,-0.115965242998562,0.948328822389553,0.743972859881477,0.887122109343767
"Phocaeicola salanitronis",6828.94139040697,-0.138529509082738,0.853536388045712,0.753636681082928,0.889008417363239
"Veillonella parvula",596.73706423947,-0.137503192651672,0.880132770583617,0.751152486480618,0.889008417363239
"Phascolarctobacterium sp. Marseille-Q4147",34272.111368364,0.129590903773301,0.956917183125099,0.750597056326031,0.889008417363239
"Clostridium kluyveri",9.65820597824852,0.0938584786419214,0.98172688912567,0.752494196138228,0.889008417363239
"Bacteroides sp. PHL 2737",2779.165107582,0.0976832401390349,0.987305570055984,0.75776820895042,0.889556093396997
"Dysosmobacter welbionis",54904.5129033109,-0.139642472213946,0.815939922931523,0.760166116175615,0.889556093396997
"Dorea amylophila",3780.74618756331,0.164289313729472,0.721053022938816,0.75906655206081,0.889556093396997
"Clostridium estertheticum",36.7432826416515,0.153391038355523,0.804591879030012,0.764239836450229,0.891951002753583
"Bifidobacterium sp. ESL0798",23.0244699033576,-0.0695316162616363,0.990319276749133,0.772023492411969,0.898651684289064
"Bacteroides xylanisolvens",214375.026734234,0.164772308993193,0.826682507047155,0.78562087818599,0.906326329089445
"Bacteroides maternus",810.613597735558,0.141084379478803,0.815446688023845,0.786856040254927,0.906326329089445
"Segatella bryantii",4817.98353499544,-0.0849867939587514,0.952863172013576,0.784917743495902,0.906326329089445
"Oscillibacter hominis",7549.15838803812,0.153002239356452,0.783324787771291,0.785183685943254,0.906326329089445
"Bifidobacterium sp. ESL0769",31.0648098645525,0.103518103430136,0.945799255786107,0.789104450001522,0.906542971281121
"Bacteroides hominis",53489.816833484,-0.11433109809535,0.796625297101389,0.803211169549871,0.917009193494189
"Bacteroides pyogenes",1686.06771761671,-0.118696812982802,0.691329245309756,0.808616991664198,0.917009193494189
"Coprococcus sp. ART55/1",6441.23155320211,0.132976602000293,0.874776483840808,0.80941707048817,0.917009193494189
"Streptococcus cristatus",16.5790718163897,-0.0851728940310767,0.942597396160685,0.810719491520999,0.917009193494189
"Streptococcus mutans",3.40492870217669,-0.0599506767400315,0.989338349400375,0.808414595245425,0.917009193494189
"Streptococcus australis",78.5011902542665,-0.0796270533029107,0.950534780672687,0.810218489723838,0.917009193494189
"Parabacteroides merdae",474310.450761339,-0.07042038797055,0.920579666890099,0.828964783576708,0.921439009750775
"Prevotella nigrescens",1567.78466980167,-0.0949055696435648,0.773020019612824,0.840885680014817,0.921439009750775
"Porphyromonas pogonae",139.835671273624,0.0931900024853654,0.900488637864981,0.840653626081255,0.921439009750775
"Porphyromonas crevioricanis",77.5142811552909,-0.0663934812403562,0.946535563722532,0.841340739293258,0.921439009750775
"Akkermansia glycaniphila",26.2280093936448,-0.0761492422592467,0.941295965747412,0.828564523379435,0.921439009750775
"Oscillibacter sp. PEA192",49654.2657172125,-0.0957728327773865,0.798590919876621,0.83136456607785,0.921439009750775
"Vescimonas coprocola",18674.5120231751,-0.0990688852345316,0.799321349602092,0.827984974600253,0.921439009750775
"Roseburia intestinalis",10235.0139013289,0.131436616507658,0.69165286829736,0.817142623777978,0.921439009750775
"Streptococcus sp. oral taxon 061",19.6597226170045,0.0788404358260633,0.946529964991006,0.836161348344498,0.921439009750775
"Streptococcus sp. KHUD_012",55.0646776055092,0.082286374065445,0.951069886022048,0.828691542158527,0.921439009750775
"Streptococcus sanguinis",170.54890156418,-0.0914500210782948,0.901795726309332,0.819582491851608,0.921439009750775
"Streptococcus oralis",77.1832656970773,-0.0934225730158003,0.820097207024789,0.84186018618139,0.921439009750775
"Streptococcus sp. oral taxon 431",6.84341346375534,-0.0507530324761396,0.987523108706879,0.835005884922698,0.921439009750775
"Bacteroides sp. CACC 737",19063.3107645625,-0.0740005083940291,0.883608062762754,0.846582551141236,0.922643083856793
"Roseburia hominis",14992.286459252,0.107282701316373,0.766417801089707,0.84715410426851,0.922643083856793
"Streptococcus sp. LPB0220",68.4780668898649,0.0707224895897029,0.950223683006719,0.854647002774321,0.926218426651974
"Bifidobacterium bifidum",23676.4330872453,0.0865716828558854,0.925968002116277,0.854600548718638,0.926218426651974
"Clostridium thermosuccinogenes",23.062219395342,0.0821065208293579,0.897585855374018,0.856776227159768,0.926244569902452
"Clostridium gelidum",23.6076451637325,0.073635353941091,0.914575932958226,0.865115711252801,0.932967923900079
"Escherichia marmotae",127.303490498004,0.0634598622084066,0.953269971665779,0.870513607805845,0.936493856808244
"Segatella copri",12685769.4255965,-0.0377813300455708,0.934740481533126,0.876800160744518,0.939111123259431
"Faecalibacterium taiwanense",104562.725414508,0.0926067203823623,0.850887470263843,0.877215162862787,0.939111123259431
"Streptococcus dentalis",25.6505227324614,-0.0390941402281631,0.970739700685422,0.885278115868598,0.945442648015008
"Segatella baroniae",7421.54175614305,-0.0378774213352412,0.943904406487932,0.890931195406844,0.94648574399915
"Ruminococcus albus",250.728274372445,-0.0581306240550055,0.815057229141991,0.896692622898228,0.94648574399915
"Clostridium botulinum",94.4493565658499,0.0557028437278306,0.920608474133749,0.901312560762827,0.94648574399915
"Clostridium bornimense",22.5464093020485,0.044967366015598,0.972837960158348,0.891941841951147,0.94648574399915
"Veillonella dispar",131.602797021461,0.0441670571209371,0.971839692749556,0.901304096965101,0.94648574399915
"Streptococcus gordonii",15.01151778774,0.0494148914041227,0.946502326392037,0.897952597768086,0.94648574399915
"Collinsella aerofaciens",89431.7362171876,-0.0529623674365252,0.814876840481965,0.895211134068184,0.94648574399915
"Porphyromonas endodontalis",50.5891813046664,-0.0394728903841597,0.935936453983287,0.904531967652938,0.947604918493554
"Odoribacter splanchnicus",38352.8637486038,0.0679160128052719,0.762967113464051,0.915674696500203,0.956455563288815
"Streptococcus lactarius",13.0475437051063,-0.0272085557828881,0.971833029513777,0.917327835699727,0.956455563288815
"Streptococcus sp. FDAARGOS_192",53.3971969924056,-0.0223327946274925,0.968878018586692,0.927246455238191,0.964511679207574
"Clostridium tetani",22.773246743023,-0.0253162928072433,0.942719539360033,0.934794842380295,0.967787601523129
"Bifidobacterium eulemuris",15.8043468729013,0.035260394853667,0.936444379157937,0.932901728248807,0.967787601523129
"Methanobrevibacter smithii",79.2813567589425,0.0287831379730239,0.96999669848432,0.941156510674238,0.972086536846631
"Prevotella veroralis",1401.31687874391,0.0342562287163533,0.922907499206315,0.950290702830934,0.977342853219327
"Lawsonibacter asaccharolyticus",64068.7338439662,0.0448050631086867,0.885099674687162,0.955115777822493,0.977342853219327
"Blautia luti",2519.26291372555,0.0380723540632742,0.754156953469003,0.955130515646161,0.977342853219327
"Collinsella sp. i05-0019-G5",12074.2882984919,0.0425875106587411,0.821028973905797,0.952279858831515,0.977342853219327
"Intestinimonas butyriciproducens",10636.5446309965,-0.0168021304844651,0.763182164470999,0.958069613284446,0.978075707297347
"Clostridium manihotivorum",15.3577327165309,-0.0115468529795086,0.941841984973097,0.96648274301645,0.984380571590828
"Faecalibacterium sp. i25-0019-C1",35878.5049459944,-0.000627942251148231,0.8408711647288,0.99258609559224,0.99258609559224
"Streptococcus sp. ZY1909104",63.8405650888357,-0.00654123558947493,0.790351797709088,0.983049917757349,0.99258609559224
"Streptococcus lingualis",45.555360086724,-0.000107556741089168,0.968482584443503,0.98545453098705,0.99258609559224
"Bifidobacterium pseudocatenulatum",452.096509102982,0.00278924802660393,0.908597993952716,0.989198312637984,0.99258609559224
"Bifidobacterium pseudolongum",75.6028963105851,-0.000916645123414005,0.803837327242387,0.991531228645804,0.99258609559224
"Bifidobacterium animalis",2355.0267590192,0.00728251964600308,0.977828009719597,0.989182660786728,0.99258609559224
"Bifidobacterium scardovii",20.9541831279336,-0.00361377478710638,0.890657214576964,0.98653220780634,0.99258609559224
"Streptococcus sp. Marseille-Q3533",19.9408699602121,-0.000739492972901312,0.943372972144102,0.989326419518814,0.99258609559224
